"","zipcode","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","built_percent","idade_imovel","idade_ultima_reforma","zip_count","zip_avg_price","zip_median_price","zip_min_price","zip_max_price","zip_avg_sqft_living","zip_avg_built_percent"
"11",98001,8956200760,2014-10-13,541800,4,2.5,3118,7866,2,0,2,3,9,3118,0,2014,0,47.2931,-122.264,2673,6500,0.396389524535978,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"12",98001,3599600150,2014-09-04,201000,3,1,1220,22443,1,0,0,4,7,1220,0,1972,0,47.2633,-122.245,1260,19950,0.054359934055162,49,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"13",98001,6181420200,2014-11-20,272000,4,2.5,2789,3960,2,0,0,3,7,2789,0,2007,0,47.3059,-122.28,2547,3960,0.704292929292929,14,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"14",98001,3329500730,2014-11-11,220000,3,1.75,1290,8250,1,0,0,3,7,1290,0,1983,0,47.3353,-122.27,1410,7823,0.156363636363636,38,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"15",98001,8856004400,2014-09-02,235000,4,1,1610,24000,1.5,0,0,3,6,1610,0,1947,0,47.2751,-122.252,1270,9600,0.0670833333333333,74,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"16",98001,7696630170,2014-06-05,276000,4,2.5,2068,7242,2,0,0,4,7,2068,0,1976,0,47.3318,-122.281,1560,7524,0.285556476111571,45,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"17",98001,3750603685,2014-07-23,250000,3,1.5,2030,14400,1,0,0,4,7,1310,720,1969,0,47.2639,-122.285,1330,14400,0.140972222222222,52,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"18",98001,3914000095,2014-07-18,430000,5,2.5,3860,42733,1,0,3,4,8,2300,1560,1955,0,47.3117,-122.254,2520,19353,0.0903283176935857,66,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"19",98001,3750600566,2014-12-15,199950,2,1.75,870,18537,1,0,0,4,6,870,0,1946,0,47.275,-122.278,1300,22800,0.0469331607056158,75,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"20",98001,1311600030,2014-07-16,270000,4,1.75,1850,7350,1,0,0,3,7,1050,800,1965,0,47.3413,-122.277,1450,7250,0.251700680272109,56,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"21",98001,2730000270,2015-02-12,178500,3,1,900,10511,1,0,0,4,6,900,0,1961,0,47.2883,-122.272,1460,10643,0.0856245837693844,60,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"22",98001,9510930350,2014-12-12,429000,4,2.5,2650,9301,2,0,0,3,9,2650,0,2001,0,47.3477,-122.271,2730,8688,0.284915600473067,20,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"23",98001,6181430800,2015-01-05,330000,4,2.5,3504,6000,2,0,0,3,7,3504,0,2006,0,47.3012,-122.285,2790,5231,0.584,15,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"24",98001,6601200040,2014-09-19,280000,4,2.5,1934,5677,2,0,0,3,8,1934,0,2013,0,47.2602,-122.252,1919,5049,0.340672890611238,8,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"25",98001,3328500250,2014-05-02,285000,4,2.5,2200,9397,2,0,0,3,8,2200,0,1987,0,47.3406,-122.269,2310,9176,0.234117271469618,34,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"26",98001,8856001090,2015-01-30,185900,3,1,940,10890,1,0,0,4,5,940,0,1909,0,47.2763,-122.257,1370,10255,0.086317722681359,112,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"27",98001,3751602249,2015-03-05,205000,4,1,1340,7920,1,0,0,4,7,1340,0,1970,0,47.2845,-122.267,1090,9600,0.169191919191919,51,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"28",98001,8856004328,2015-03-27,255000,4,2.5,2163,5882,2,0,0,3,7,2163,0,2006,0,47.2736,-122.251,1760,9600,0.367732063923835,15,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"29",98001,2048000330,2014-09-26,214000,3,2.5,1600,2231,2,0,0,3,7,1600,0,2003,0,47.3314,-122.29,1600,2962,0.717167189601076,18,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"30",98001,2911000100,2015-03-10,245000,4,2.5,1921,4888,2,0,0,3,7,1921,0,2009,0,47.2689,-122.24,1921,9140,0.393003273322422,12,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"31",98001,8856004415,2015-03-25,168000,3,1,1150,8000,1.5,0,0,4,6,1150,0,1913,1957,47.2749,-122.252,1170,9600,0.14375,108,64,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"32",98001,3329500060,2014-07-28,305000,4,2.5,2250,9091,1,0,0,3,7,1340,910,1982,0,47.336,-122.269,1540,7802,0.24749752502475,39,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"33",98001,8956200560,2015-03-20,453000,4,2.5,2502,8306,2,0,0,3,9,2502,0,2013,0,47.2953,-122.265,2597,6983,0.301228027931616,8,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"34",98001,3751600784,2015-04-03,331210,4,2.5,2240,4800,2,0,0,3,8,2240,0,2014,0,47.2911,-122.266,2240,5040,0.466666666666667,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"35",98001,3682000050,2014-10-13,349950,4,2.5,2632,4117,2,0,0,3,8,2632,0,2013,0,47.3428,-122.278,2040,5195,0.639300461501093,8,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"36",98001,5066400483,2014-11-20,249900,3,1.75,1380,14000,1,0,0,4,5,1380,0,1939,1957,47.294,-122.281,1490,18503,0.0985714285714286,82,64,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"37",98001,2214800110,2014-08-20,259900,4,2.75,1560,8820,1,0,3,3,7,1060,500,1979,0,47.3382,-122.257,2140,7800,0.17687074829932,42,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"38",98001,5647900930,2014-12-15,195000,3,1,1070,22489,1,0,0,3,7,1070,0,1967,0,47.3278,-122.262,1880,20250,0.0475788163101961,54,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"39",98001,8961950250,2014-09-15,384000,5,2.75,3220,8160,2,0,0,3,9,3220,0,1999,0,47.3154,-122.254,2876,11521,0.394607843137255,22,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"40",98001,8856003839,2014-12-10,215000,3,2.5,1322,6006,2,0,0,3,7,1322,0,2009,0,47.2706,-122.254,1440,6796,0.22011322011322,12,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"41",98001,6649250410,2015-02-04,317000,4,2.5,2160,8049,2,0,0,3,9,2160,0,1988,0,47.3337,-122.26,2490,8995,0.268356317554976,33,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"42",98001,255580190,2014-09-15,302000,4,2.5,1740,7895,2,0,0,3,7,1740,0,1999,0,47.3401,-122.282,1720,6813,0.220392653578214,22,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"43",98001,5706600150,2014-05-28,215000,3,1.75,1210,8075,1,0,0,4,6,1210,0,1983,0,47.2666,-122.254,1310,8025,0.14984520123839,38,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"44",98001,8956200960,2015-01-20,524225,4,2.5,3056,11385,2,0,0,3,9,3056,0,2014,0,47.2905,-122.264,2849,8607,0.268423364075538,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"45",98001,2482500040,2014-07-17,199900,5,1.75,1798,11232,1,0,0,3,7,1798,0,1967,0,47.3266,-122.291,1300,15582,0.160078347578348,54,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"46",98001,3750607974,2014-05-09,280000,4,2,2190,14439,1,0,0,4,7,1180,1010,1977,0,47.2702,-122.29,2160,14439,0.151672553500935,44,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"47",98001,3751603173,2014-06-04,212500,3,1,920,14400,1,0,0,4,7,920,0,1977,0,47.2816,-122.269,1170,9600,0.0638888888888889,44,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"48",98001,3521049048,2014-08-11,515000,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,47.2609,-122.27,2460,36256,0.0700100014287755,20,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"49",98001,9262800002,2014-07-08,232000,3,1.5,1460,15000,1,0,0,3,7,1460,0,1966,0,47.3182,-122.271,1510,15000,0.0973333333333333,55,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"50",98001,3751606785,2014-07-22,335000,3,2.25,2060,47318,1,0,2,4,8,1600,460,1976,0,47.2758,-122.265,1870,19663,0.0435352297223044,45,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"51",98001,2154900330,2014-08-27,234000,4,2.5,1820,8217,1,0,0,3,7,1120,700,1987,0,47.263,-122.242,1310,8217,0.221492028720944,34,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"52",98001,8159620260,2014-07-11,303000,4,2.25,2560,8927,1,0,0,3,7,1790,770,1976,0,47.34,-122.271,1920,9669,0.286770471603002,45,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"53",98001,1311400120,2014-08-01,160000,3,1.75,1610,7392,1,0,0,4,7,1610,0,1964,0,47.3413,-122.28,1450,7392,0.21780303030303,57,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"54",98001,2460600040,2014-06-16,175000,3,1.5,1220,7300,1,0,0,3,7,1220,0,1973,0,47.3341,-122.279,1260,7347,0.167123287671233,48,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"55",98001,3876500290,2015-03-05,175000,3,1,1070,6164,1,0,0,3,7,1070,0,1967,0,47.3377,-122.291,1320,7920,0.173588578844906,54,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"56",98001,2214800730,2014-09-05,287500,4,2.5,2240,6944,1,0,2,3,7,1310,930,1979,0,47.338,-122.258,1780,7477,0.32258064516129,42,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"57",98001,8956200070,2014-09-05,447500,4,2.5,2425,9017,2,0,0,3,9,2425,0,2013,0,47.3003,-122.263,2725,7019,0.268936453365864,8,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"58",98001,3751600430,2014-12-26,250000,3,1.75,1780,35233,1,0,0,4,8,1420,360,1979,0,47.2949,-122.269,1950,17334,0.0505208185507905,42,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"59",98001,304100090,2014-07-22,215000,4,2.25,1500,5393,2,0,0,3,7,1500,0,1999,0,47.3378,-122.262,1500,5952,0.278138327461524,22,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"60",98001,3682000060,2015-03-23,349950,4,3.5,2796,3520,2.5,0,0,3,8,2796,0,2013,0,47.3427,-122.278,2040,5195,0.794318181818182,8,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"61",98001,3329520170,2014-05-21,250000,3,2,1170,7258,1,0,0,3,7,1170,0,1984,0,47.3333,-122.266,1410,7750,0.161201432901626,37,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"62",98001,3751602329,2014-06-27,215500,2,1.75,1220,15600,1,0,0,3,6,1220,0,1972,0,47.2853,-122.265,1510,17818,0.0782051282051282,49,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"63",98001,3522049063,2015-04-02,639900,4,2.5,3380,75794,2,0,0,3,10,3380,0,1997,0,47.3511,-122.266,3710,17913,0.0445945589360635,24,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"64",98001,4420600015,2014-10-06,571500,4,2.25,2810,25990,2,0,0,3,8,1860,950,1959,0,47.2993,-122.293,2020,16140,0.108118507118122,62,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"65",98001,3353400840,2014-12-02,230000,6,1.5,2140,36509,1.5,0,0,4,8,2140,0,1903,1979,47.2668,-122.252,1710,12000,0.0586156838039935,118,42,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"66",98001,3751601877,2015-03-20,552900,4,3.5,3828,18900,2.5,0,0,3,9,3828,0,2014,0,47.2851,-122.277,2120,18900,0.202539682539683,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"67",98001,3750603492,2014-07-15,185000,3,1,1510,17040,1,0,0,4,6,1510,0,1975,0,47.2649,-122.285,1520,14000,0.0886150234741784,46,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"68",98001,2895550280,2014-05-07,280000,3,2.5,1600,4271,2,0,0,3,7,1600,0,2000,0,47.3303,-122.269,1700,4746,0.374619527042847,21,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"69",98001,629650030,2015-03-12,317500,4,2.5,2233,6025,2,0,0,3,7,2233,0,2012,0,47.2599,-122.256,1544,6036,0.370622406639004,9,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"70",98001,3751601171,2014-10-07,229500,3,1.5,1810,14400,1,0,0,4,7,1810,0,1954,0,47.2887,-122.269,1710,12000,0.125694444444444,67,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"71",98001,1311800040,2014-12-20,260000,4,2.75,2240,7200,1,0,0,3,7,1140,1100,1967,0,47.3357,-122.275,1580,7416,0.311111111111111,54,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"72",98001,9265400210,2014-09-22,227000,3,1.75,1510,9837,2,0,0,3,7,1510,0,1989,0,47.2576,-122.255,1470,8054,0.15350208396869,32,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"73",98001,4012800010,2014-05-06,360000,4,2,2680,18768,1,0,0,5,8,2680,0,1965,0,47.3182,-122.279,1230,15750,0.142796248934356,56,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"74",98001,8001600150,2015-03-10,3e+05,3,1.5,1810,8232,1,0,0,3,8,1810,0,1988,0,47.3195,-122.273,2260,8491,0.219873663751215,33,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"75",98001,1312920060,2014-12-12,265000,3,2.25,1630,10969,2,0,0,3,7,1630,0,1991,0,47.3305,-122.285,1410,7920,0.148600601695688,30,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"76",98001,1115600130,2014-09-30,415000,4,2.5,2891,6499,2,0,0,3,9,2891,0,2014,0,47.3359,-122.257,2550,8383,0.444837667333436,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"77",98001,1864940180,2014-06-05,335000,4,2.5,2610,4781,2,0,0,3,8,2610,0,2009,0,47.2649,-122.292,2583,4796,0.54591089730182,12,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"78",98001,3751606606,2014-07-17,262500,3,1.75,2259,26831,1.5,0,3,5,7,1491,768,1908,0,47.2741,-122.266,1980,15794,0.0841936565912564,113,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"79",98001,3751606514,2014-06-26,270000,2,1,1780,81021,1,0,3,4,9,1780,0,1954,0,47.2712,-122.265,1780,26723,0.0219696128164303,67,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"80",98001,4031700210,2014-11-17,220000,3,1.5,1600,10548,1,0,0,4,7,1600,0,1962,0,47.2925,-122.284,2880,13609,0.151687523701176,59,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"81",98001,2214800630,2014-11-05,239950,3,2.25,1560,8280,2,0,0,4,7,1560,0,1979,0,47.3393,-122.259,1920,8120,0.188405797101449,42,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"82",98001,1460900030,2014-09-26,280000,4,2.5,2400,4596,2,0,0,3,8,2400,0,2004,0,47.3358,-122.265,2230,4763,0.522193211488251,17,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"83",98001,1021049057,2014-10-08,207000,3,1,1980,18730,1,0,0,4,7,1280,700,1943,0,47.3221,-122.282,1356,9450,0.105712760277629,78,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"84",98001,5706600170,2015-03-11,204900,3,2,1390,8245,1,0,0,2,7,1390,0,1984,0,47.2669,-122.254,1260,8245,0.168587022437841,37,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"85",98001,7696500280,2014-10-27,182500,3,1,910,7194,1,0,0,4,7,910,0,1971,0,47.3337,-122.275,1530,7200,0.126494300806227,50,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"86",98001,5647900670,2014-06-20,340000,3,1.75,1880,11249,1,0,0,3,7,1330,550,1985,0,47.3295,-122.257,1870,14547,0.1671259667526,36,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"87",98001,5515600163,2014-09-16,420000,5,2.25,3070,64033,1,0,0,3,9,2730,340,1983,0,47.3238,-122.292,1560,28260,0.047944028860119,38,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"88",98001,321049127,2014-10-28,277500,3,2.25,1820,19602,1,0,0,4,7,1820,0,1964,0,47.331,-122.286,1520,8773,0.0928476686052444,57,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"89",98001,8001450060,2014-08-20,370000,5,3,2670,9920,1,0,0,3,8,1400,1270,1990,0,47.3211,-122.277,1890,10341,0.269153225806452,31,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"90",98001,3329510200,2014-11-24,299900,3,2.25,2100,8163,2,0,0,3,7,2100,0,1984,0,47.3336,-122.269,1410,7515,0.257258360896729,37,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"91",98001,5515600088,2014-11-21,194820,3,1.5,1100,32700,1,0,0,3,7,1100,0,1967,0,47.3186,-122.289,1616,32700,0.0336391437308868,54,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"92",98001,1521049156,2014-10-10,255000,3,2.75,1900,16117,1,0,0,4,7,1900,0,1958,0,47.3144,-122.278,1640,19166,0.117887944406527,63,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"93",98001,7967000130,2015-04-01,370228,4,3,2050,4000,2,0,0,3,8,2050,0,2014,0,47.3525,-122.275,2050,4000,0.5125,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"94",98001,5412100550,2014-12-08,355000,4,3,2590,7213,2,0,0,3,8,2590,0,2001,0,47.2609,-122.289,2550,6800,0.35907389435741,20,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"95",98001,1311100490,2015-02-25,274000,5,1.75,1950,8720,1,0,0,3,7,1050,900,1962,0,47.3381,-122.289,1660,8030,0.223623853211009,59,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"96",98001,3750603940,2014-09-25,240000,4,1.75,1880,9600,1,0,0,5,7,1020,860,1946,0,47.2633,-122.281,1560,14400,0.195833333333333,75,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"97",98001,3356402020,2014-05-08,230000,3,1,1390,16000,1,0,0,4,6,1390,0,1960,0,47.2898,-122.251,1420,10000,0.086875,61,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"98",98001,8956200530,2014-08-05,457000,4,2.5,2820,6983,2,0,0,3,9,2820,0,2013,0,47.2958,-122.265,2597,7222,0.403837892023486,8,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"99",98001,8856004786,2014-07-29,275000,3,2.5,2217,8019,2,0,0,3,7,2217,0,2009,0,47.2776,-122.251,1470,8037,0.276468387579499,12,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"100",98001,6143600580,2014-05-05,184000,3,1.75,1490,10125,1,0,0,4,7,1490,0,1962,0,47.3075,-122.284,2488,4981,0.14716049382716,59,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"101",98001,5462100240,2014-06-25,196500,3,1,1320,9000,1,0,0,3,7,1320,0,1966,0,47.3461,-122.272,1320,9800,0.146666666666667,55,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"102",98001,7895500070,2015-02-13,240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,47.3341,-122.282,1290,7800,0.151083591331269,52,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"103",98001,302000065,2015-01-29,184000,3,1,970,14850,1,0,0,3,7,970,0,1968,0,47.3251,-122.268,1410,14850,0.0653198653198653,53,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"104",98001,3304040020,2014-12-26,375500,4,2.5,2301,6452,2,0,0,3,9,2301,0,2010,0,47.346,-122.269,2650,6054,0.356633601983881,11,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"105",98001,8001210120,2014-09-16,234500,4,2.5,1960,7875,1,0,0,3,7,1220,740,1978,0,47.3427,-122.274,2030,7650,0.248888888888889,43,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"106",98001,1311200460,2014-06-18,265000,4,1.5,2050,7100,1,0,0,3,7,1050,1000,1963,0,47.3395,-122.28,1950,7350,0.288732394366197,58,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"107",98001,7585000110,2015-03-26,201700,3,1,1010,9576,1,0,0,4,7,1010,0,1967,0,47.2956,-122.272,1540,9576,0.10547201336675,54,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"108",98001,1687000240,2014-12-10,276000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,0,47.2877,-122.283,2434,4400,0.567045454545455,14,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"109",98001,5412100920,2014-12-03,250000,4,2.75,1830,6643,2,0,0,3,8,1830,0,2001,0,47.2601,-122.286,2400,6472,0.275477946710823,20,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"110",98001,3750604417,2014-05-26,172500,3,1,1140,8800,1,0,0,3,7,1140,0,1972,0,47.2629,-122.275,1270,13560,0.129545454545455,49,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"111",98001,3353400435,2014-07-21,230000,3,2,1450,11204,1,0,0,3,7,1450,0,2003,0,47.2639,-122.252,1520,9518,0.129418064976794,18,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"112",98001,302000375,2014-08-14,169100,3,2,1050,18304,1,0,0,4,7,1050,0,1953,0,47.3206,-122.269,1690,15675,0.0573645104895105,68,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"113",98001,3356402702,2014-07-25,215000,4,2.5,1847,8000,2,0,0,3,7,1847,0,2008,0,47.2872,-122.257,1847,8000,0.230875,13,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"114",98001,8961950410,2014-07-07,328000,3,2,2250,7904,1.5,0,0,3,8,2250,0,1998,0,47.3165,-122.252,2460,8622,0.284665991902834,23,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"115",98001,3356404198,2015-01-29,286000,4,2.5,2060,16000,2,0,0,3,6,2060,0,1993,0,47.2849,-122.251,1530,8000,0.12875,28,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"116",98001,6181430280,2014-09-15,330000,5,2.5,3597,4972,2,0,0,3,7,3597,0,2006,0,47.3002,-122.282,3193,6000,0.723451327433628,15,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
"117",98001,7967000200,2014-11-21,345500,3,2.5,1930,4000,2,0,0,3,8,1930,0,2014,0,47.3518,-122.275,2050,4000,0.4825,7,0,326,276826.346625767,255000,1e+05,850000,1883.77300613497,0.214145983111316
